umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,botak_prob
42.0,Laki-laki,PNS,Surabaya,17335940.233527306,0,1.0,53.49126556212806,153.45859384973028,Pantone,1,S1,0.8879903630431745
58.0,Perempuan,Pegawai swasta,Mamuju,6589283.4735742835,0,0.0,58.228889518248536,166.5905250181682,Shoulder & Head,0,SD,0.3021129230599053
34.0,Laki-laki,Pegawai swasta,Medan,8090443.747014031,0,0.0,51.23148153535161,154.5730238451889,Shoulder & Head,0,S1,0.19140308903625988
50.0,Laki-laki,Pegawai swasta,Palu,7430302.5163094625,0,0.0,49.286778221412106,165.66542559005424,Moonsilk,0,SMA,0.2517035084234427
39.0,Laki-laki,Pegawai swasta,Sofifi,6430401.97293971,0,0.0,52.940354149282534,165.3259243973182,Pantone,1,SMP,0.3166370968814741
35.0,Laki-laki,PNS,Banjarmasin,6445696.912033945,0,0.0,53.25786443745096,155.95430421765982,Moonsilk,0,S1,0.3087287651649576
41.0,Laki-laki,Pegawai swasta,Palangkaraya,8928094.328554917,0,0.0,59.340302489798425,161.46702766639817,Shoulder & Head,0,S1,0.3824306563391572
46.0,Laki-laki,PNS,Pontianak,7393121.681626319,0,0.0,52.034179540127155,155.15856402043767,Moonsilk,0,SMA,0.38723701773991576
46.0,Laki-laki,Pegawai swasta,Kendari,4048905.091295856,0,0.0,46.31131888610962,155.24999606717256,Merpati,0,S2,0.30147682790544666
42.0,Laki-laki,Pegawai swasta,Jayapura,13523074.141406687,0,0.0,53.27396423839589,154.93498538501643,Merpati,0,SD,0.3074851098406834
36.0,Laki-laki,Freelance,Tanjung Pinang,10667760.016324522,0,0.0,77.60101079708889,164.6565479110965,Shoulder & Head,0,S2,0.19191942979752594
39.0,Perempuan,PNS,Banda Aceh,14616101.27858666,0,0.0,44.85237608477966,153.18838756116818,Shoulder & Head,1,S1,0.2916805769471254
36.0,Laki-laki,Pegawai swasta,Padang,7488820.837943146,0,0.0,48.17066169279228,149.2090017992238,Merpati,0,SMA,0.1435316187753592
39.0,Laki-laki,PNS,Mataram,7086298.912451212,0,0.0,49.35042494446132,151.5437077219069,Pantone,1,S1,0.3825318305890647
38.0,Laki-laki,Freelance,Ambon,9595934.97158752,0,0.0,51.796494930972884,157.080822828821,Pantone,0,S1,0.14272207217430316
53.0,Perempuan,PNS,Bandung,10274626.404117256,0,0.0,82.45373637090141,161.38940004050136,Pantone,0,S1,0.3778486862323922
31.0,Perempuan,Pegawai swasta,Padang,13405990.16925613,0,0.0,60.34298349389503,152.85279953378858,Moonsilk,0,S1,0.07883145821315496
37.0,Perempuan,PNS,Palembang,11601810.684881838,0,0.0,49.081937148994506,154.25657321672685,Merpati,0,S1,0.3246929135936907
52.0,Laki-laki,PNS,Mataram,7967224.124951531,0,0.0,59.588109273436956,155.03846251861694,Deadbuoy,1,SMA,0.6923104163729179
53.0,Laki-laki,PNS,Manokwari,4417537.213081805,0,0.0,63.9969269810159,170.682824773207,Deadbuoy,0,S1,0.4073557306070023
28.0,Perempuan,Pegawai swasta,Semarang,7220128.704032355,0,0.0,71.81999957904273,159.9671790598264,Pantone,1,S1,0.163058207057249
42.0,Laki-laki,PNS,Samarinda,9153055.497181907,0,1.0,50.68965040970425,152.29422788381797,Merpati,0,S1,0.6623005171890579
42.0,Laki-laki,PNS,Samarinda,10457204.20480484,0,0.0,50.35460018646022,152.10271831753866,Deadbuoy,1,S1,0.4794024612312991
57.0,Perempuan,PNS,Pangkalpinang,5814987.642814557,0,0.0,54.31324427385507,153.32975593576754,Deadbuoy,1,S1,0.5989135713801716
43.0,Laki-laki,Pegawai swasta,Manokwari,3176921.2164368764,0,0.0,58.873120663902206,165.33015016567742,Pantone,0,S2,0.358213676730914
40.0,Laki-laki,Pegawai swasta,Semarang,7710065.106561895,0,0.0,50.62253595064931,159.1306199657561,Moonsilk,1,S2,0.30755508296517425
35.0,Laki-laki,Pegawai swasta,Jakarta,13448767.18504347,0,0.0,52.58356908299082,153.29094467797532,Deadbuoy,0,S1,0.3172216670909933
27.0,Perempuan,Pegawai swasta,Ambon,12626604.726042133,0,0.0,52.76214183738731,157.03275127179555,Pantone,0,SMA,0.12803000926796984
31.0,Laki-laki,Pengangguran,Serang,4008469.9684794745,0,1.0,49.810601061966715,159.87242596016588,Shoulder & Head,0,S2,0.8711409030946219
35.0,Laki-laki,PNS,Sofifi,13086114.807544528,0,0.0,55.40996618561979,148.39847531347314,Shoulder & Head,1,S1,0.3829044499930235
36.0,Perempuan,PNS,Manokwari,10588599.4261123,0,0.0,53.143243333035876,163.00280674532496,Merpati,0,S1,0.2806945350479032
44.0,Perempuan,PNS,Jayapura,29332210.195095386,0,1.0,55.78709592060154,156.63505322717086,Moonsilk,1,SMA,0.8803194029601997
40.0,Laki-laki,Pengangguran,Banda Lampung,7156067.532237077,0,1.0,54.56669196803029,160.67887178333186,Merpati,1,S1,0.9168675021999102
45.0,Laki-laki,Freelance,Pangkalpinang,19801485.414538603,0,0.0,67.05812174181415,169.13909661764137,Merpati,1,S1,0.3039679639326815
46.0,Laki-laki,Pegawai swasta,Denpasar,19455793.874995306,0,1.0,50.46954512670224,158.39212551682198,Shoulder & Head,0,SMA,0.6807160559990852
41.0,Laki-laki,PNS,Palangkaraya,14423544.191291118,0,0.0,57.59388516938514,160.86902934884668,Shoulder & Head,1,S1,0.4839780377585987
47.0,Perempuan,Pegawai swasta,Banda Aceh,3139458.6438523782,0,1.0,59.60160604711013,153.45112418236926,Moonsilk,1,S1,0.6822444120924825
42.0,Laki-laki,Pegawai swasta,Banda Lampung,5035716.696451554,0,0.0,51.4419405596698,158.87072221842863,Moonsilk,0,SD,0.3177349751574896
37.0,Perempuan,PNS,Jayapura,3610090.475004845,0,1.0,70.51962399827713,167.65200269544366,Pantone,0,SMA,0.5034327825560203
42.0,Perempuan,Pegawai swasta,Bandung,4391038.988406045,0,0.0,50.965924247329674,146.91102158523452,Merpati,0,SMA,0.30284243162285474
59.0,Laki-laki,Pegawai swasta,Bandung,22545228.39792767,1,0.0,57.01716010414998,159.90748998619497,Merpati,1,SMA,0.6293404346076138
45.0,Laki-laki,Pegawai swasta,Jayapura,6144356.794820063,0,0.0,56.145156064610866,160.09819211756286,Pantone,1,S1,0.4537642956627632
33.0,Laki-laki,Pegawai swasta,Padang,8604213.585798737,0,0.0,54.50343939214573,156.2490193800049,Deadbuoy,0,S1,0.15044860841936109
15.0,Laki-laki,Pegawai swasta,Samarinda,5160213.515430162,0,0.0,56.82159160544838,161.23401913805048,Merpati,0,SMA,0.15265414225673912
53.0,Laki-laki,Pengangguran,Kupang,8590899.832732553,0,0.0,48.82529161476736,155.50722675282418,Merpati,1,S1,0.8301450168757433
48.0,Laki-laki,Pegawai swasta,Jambi,14155583.547737267,0,1.0,54.52313943351128,158.26066158735154,Moonsilk,0,S1,0.6540596634378916
47.0,Perempuan,Pegawai swasta,Serang,2441228.017382148,0,0.0,54.44695712849376,161.2377332904809,Shoulder & Head,1,S1,0.27938907362166177
43.0,Laki-laki,Freelance,Padang,4373387.935394508,0,1.0,48.59768603055083,149.93346344332568,Pantone,1,SD,0.6001524929619069
50.0,Laki-laki,PNS,Jayapura,4022406.0300073233,0,0.0,43.69860460100728,154.07567524045174,Moonsilk,1,S1,0.5419919328473235
40.0,Laki-laki,Pegawai swasta,Palangkaraya,5915318.299661107,0,0.0,46.80704572477586,157.1257307238093,Merpati,1,SD,0.3388327286757104
54.0,Laki-laki,PNS,Medan,6341518.835192566,0,1.0,58.2850385085391,159.05115750147445,Deadbuoy,0,S1,0.8592378159939087
40.0,Laki-laki,PNS,Tanjung Pinang,11870242.436282707,0,0.0,64.28471591319482,163.0223456517462,Merpati,0,S2,0.28882252008247644
32.0,Laki-laki,PNS,Banda Aceh,14208123.686729634,0,0.0,63.71019419019198,164.03491464346928,Moonsilk,1,S1,0.4635494955418638
44.0,Perempuan,Pengangguran,Gorontalo,16697482.247113368,0,0.0,45.84726336339262,151.90273189697706,Merpati,1,S1,0.6612788298794388
34.0,Laki-laki,Pegawai swasta,Pekanbaru,4437582.016307113,0,0.0,53.484488973050745,151.83276505920617,Shoulder & Head,1,S1,0.34270066332090604
59.0,Laki-laki,Pegawai swasta,Mataram,4924570.788570588,1,0.0,43.683705417994496,148.55611810404142,Merpati,0,S1,0.6144836957765489
25.0,Laki-laki,PNS,Yogyakarta,15633665.534768822,0,0.0,53.594026224820546,156.56804368522145,Pantone,0,S1,0.3896087770143714
30.0,Laki-laki,Pegawai swasta,Samarinda,7115746.610026582,0,1.0,62.91801165713454,150.79966875250642,Pantone,0,S1,0.539567746953591
50.0,Perempuan,Pegawai swasta,Banda Lampung,5422406.605883332,0,0.0,53.600126761220025,163.31017887189122,Shoulder & Head,1,SMA,0.2231211173442776
34.0,Perempuan,Pegawai swasta,Palangkaraya,10554931.944843242,0,0.0,68.89282126758593,167.0713419641959,Merpati,1,S1,0.22427943703315056
58.0,Perempuan,PNS,Mamuju,19093992.544351272,0,0.0,58.604335739093635,154.34040137503825,Pantone,1,S1,0.6190663215523644
25.0,Laki-laki,Pengangguran,Banda Aceh,11032391.58038606,0,1.0,63.856463083307354,155.8997470267474,Merpati,1,S1,0.9925241125129092
45.0,Laki-laki,PNS,Jambi,7507561.876836753,0,0.0,66.97891050768602,157.84881523791867,Pantone,1,SMP,0.5734645192218829
52.0,Laki-laki,Pegawai swasta,Padang,6497131.030644466,0,0.0,83.2457292400261,168.77613989665434,Deadbuoy,0,S1,0.42552903159030137
39.0,Laki-laki,Pegawai swasta,Makassar,10016669.811064197,0,0.0,64.91749304441896,153.41166944483615,Deadbuoy,0,S1,0.25548309719159656
31.0,Perempuan,PNS,Mataram,8164226.599085194,0,0.0,62.5792647175636,168.76540933011626,Shoulder & Head,1,SMA,0.32273623932482
42.0,Perempuan,Pegawai swasta,Gorontalo,12843911.733712085,0,0.0,49.02860466480843,153.36866873055368,Deadbuoy,0,SMA,0.3027187067429987
43.0,Perempuan,Pengangguran,Pontianak,11815181.471276492,0,0.0,53.35377492461505,145.93573820734795,Moonsilk,0,SMA,0.5390082471908415
49.0,Laki-laki,PNS,Banda Lampung,12937652.734715972,0,0.0,49.64506859069142,148.85991134086998,Shoulder & Head,0,S1,0.3781752907721384
46.0,Laki-laki,Freelance,Tanjung Pinang,19068957.37383645,0,0.0,55.57433063221842,165.55738251665576,Shoulder & Head,1,S1,0.31827631704324594
43.0,Laki-laki,PNS,Jambi,11236312.07861988,0,0.0,50.398039495192926,151.55589925504708,Shoulder & Head,0,SMA,0.4799083475994158
44.0,Perempuan,Pegawai swasta,Jambi,9472638.528201666,0,0.0,56.19907737663912,156.93282188741546,Shoulder & Head,1,SMA,0.27007902786555105
56.0,Perempuan,Pengangguran,Manokwari,6856201.089765899,0,0.0,53.229386069510724,164.69069271933137,Moonsilk,0,S1,0.608991120450252
32.0,Laki-laki,Pegawai swasta,Manokwari,8352830.019355352,0,0.0,55.8802597324113,152.12908448620232,Pantone,1,S1,0.3251307214011557
34.0,Laki-laki,PNS,Ambon,8783353.808311649,0,0.0,57.762265803992655,159.39327601804763,Merpati,1,S1,0.4645353522858742
49.0,Perempuan,Freelance,Mataram,18593994.47452668,0,1.0,51.706780619425885,159.5035961983411,Merpati,0,S1,0.482015937729846
43.0,Perempuan,Pegawai swasta,Ambon,6469064.8370520435,0,0.0,52.233163013905525,153.78003297580827,Moonsilk,0,S1,0.20840908359160148
52.0,Laki-laki,Pegawai swasta,Jambi,,0,0.0,48.53036950638886,156.83242044423235,Deadbuoy,1,SMP,0.515846512256116
46.0,Laki-laki,Pegawai swasta,Gorontalo,11992707.410630714,0,0.0,70.98903114820922,166.55409136598016,Shoulder & Head,1,SMA,0.3764435619393753
34.0,Perempuan,PNS,Palembang,16735604.521125965,0,1.0,52.15957644812372,153.48666638926133,Shoulder & Head,0,S1,0.5469027981663153
51.0,Laki-laki,Pegawai swasta,Palangkaraya,13968343.68851396,0,0.0,49.912178093136504,157.34172213976274,Merpati,0,S1,0.43251017409802384
50.0,Laki-laki,PNS,Palangkaraya,7618566.721616531,0,0.0,49.586988608235025,159.08971633684055,Shoulder & Head,0,SMA,0.3887845009516493
49.0,Laki-laki,PNS,Makassar,9106666.604758345,0,0.0,65.20900584609421,163.40034571352572,Pantone,1,SMP,0.4907316320488208
33.0,Laki-laki,PNS,Banda Aceh,5245528.698037248,0,0.0,66.89448390160945,163.01346652951543,Merpati,1,S2,0.4216018205238457
29.0,Laki-laki,PNS,Surabaya,5206029.0857430715,0,0.0,48.37091262989381,156.09264450392038,Shoulder & Head,0,SD,0.2911097975878506
57.0,Laki-laki,Pegawai swasta,Mataram,13696929.289093768,0,0.0,51.372584500259244,152.48757441115586,Moonsilk,0,S1,0.4813488635470149
21.0,Laki-laki,Pengangguran,Denpasar,5262610.169975985,0,0.0,58.39922070894738,150.33305878925538,Moonsilk,0,S1,0.5084384060557937
44.0,Perempuan,PNS,Samarinda,5448507.261848556,0,0.0,51.48257457264353,152.9638869667501,Deadbuoy,1,S1,0.41737237076019695
49.0,Laki-laki,Pegawai swasta,Kendari,10621095.732232474,0,0.0,61.474007211331646,164.36103440136827,Shoulder & Head,1,S1,0.4153313636230652
38.0,Laki-laki,PNS,Sofifi,12970774.586872036,0,0.0,59.30585335440553,161.29619291638494,Merpati,0,S2,0.33591217133804924
28.0,Perempuan,Pegawai swasta,Yogyakarta,8330839.902109311,0,0.0,60.04779155883908,162.21665006764817,Moonsilk,0,S1,0.11873009977032575
50.0,Laki-laki,Pegawai swasta,Makassar,17195604.19070134,0,1.0,55.642881491377345,156.2014827008232,Shoulder & Head,1,SMA,0.6152648925313942
41.0,Laki-laki,PNS,Jakarta,10714066.959580354,0,0.0,63.15211015163296,164.91462009483573,Merpati,0,SMA,0.3953187171398488
37.0,Perempuan,Pegawai swasta,Tanjungselor,12787554.095522705,0,0.0,52.97064917105104,161.6855298362515,Pantone,1,SMA,0.2559789201304335
35.0,Laki-laki,Pegawai swasta,Kupang,5666093.456590338,0,0.0,47.48146539272913,151.82373257695443,Pantone,0,S1,0.24907552756232815
42.0,Laki-laki,PNS,Mamuju,7415999.735020791,0,0.0,60.26818010518855,160.238999303421,Deadbuoy,0,SMA,0.5173693747456578
31.0,Perempuan,PNS,Palu,9684281.874262936,0,0.0,48.42879667575779,163.11044016429588,Pantone,0,S1,0.3128390954741816
40.0,Laki-laki,Pegawai swasta,Bandung,6537769.860107779,0,0.0,67.37731757450436,160.22378696567134,Merpati,0,S1,0.2254665296371981
35.0,Laki-laki,PNS,Jayapura,11566262.209890772,0,1.0,60.81491149962821,165.926208248049,Shoulder & Head,0,S1,0.5724448936314913
40.0,Laki-laki,Pegawai swasta,Banjarmasin,9887114.909451503,0,1.0,53.137479930150356,161.54860226768162,Merpati,1,S1,0.6172983605042797
36.0,Perempuan,Pegawai swasta,Denpasar,6884507.593828244,0,0.0,74.1068525349969,160.04319041494645,Shoulder & Head,0,S2,0.06171513504131215
43.0,Laki-laki,PNS,Medan,5891276.191313352,0,0.0,55.36066642891578,156.3520098447806,Pantone,1,SMA,0.5565037419844604
48.0,Laki-laki,PNS,Samarinda,29377424.28842241,0,0.0,64.33637633030186,162.89694231120987,Shoulder & Head,1,SMA,0.634095042957564
29.0,Laki-laki,PNS,Surabaya,23090178.418240424,0,0.0,63.55908985493912,159.0981825304473,Merpati,0,S1,0.30634411615621665
50.0,Laki-laki,,Kupang,6834071.446283747,0,0.0,51.26041068218679,155.5319971195596,Shoulder & Head,0,S1,0.2975417581627829
61.0,Perempuan,PNS,Tanjung Pinang,7499080.668093901,1,0.0,53.4598040174802,161.17866233021527,Shoulder & Head,1,S1,0.6474649685236812
41.0,Perempuan,Pegawai swasta,Makassar,9938255.26285186,0,0.0,50.06539617024144,162.06321171709254,Shoulder & Head,1,S1,0.2647583209613737
37.0,Laki-laki,Pegawai swasta,Tanjungselor,6846572.305269034,0,1.0,50.741649132511036,147.38738128823238,Deadbuoy,0,SMA,0.5886329608161925
28.0,Perempuan,Freelance,Samarinda,10900781.58968602,0,0.0,64.46881925160035,161.70142284465422,,1,S2,0.1336841529693345
53.0,Laki-laki,PNS,Kupang,3178615.3906985307,0,0.0,52.516690550643254,167.47555946885262,Moonsilk,1,SMA,0.5786582139247606
52.0,Laki-laki,Pegawai swasta,Serang,11853242.325633073,0,0.0,56.610213295461634,154.55098015381816,Deadbuoy,0,S1,0.41766107270113295
40.0,Laki-laki,Pegawai swasta,Tanjungselor,4883516.39501347,0,0.0,46.15014707011242,151.6484402685071,Pantone,0,S1,0.16267209177073133
36.0,Laki-laki,Pegawai swasta,Pontianak,5193230.777909234,0,0.0,67.96682422916106,159.03213588466116,Deadbuoy,1,SMA,0.2928917943122223
38.0,Laki-laki,Freelance,Samarinda,4310092.322340907,0,0.0,50.539553436657116,154.21309420808822,Deadbuoy,0,SMA,0.07664638115085079
42.0,Perempuan,PNS,Palembang,9989077.130366042,0,0.0,94.72620614966198,170.40024179666182,Moonsilk,0,SMA,0.3350611536800292
38.0,Perempuan,PNS,Makassar,5451652.736639703,0,1.0,55.49242213414176,156.35865580436047,Merpati,1,SMA,0.6309841161259201
33.0,Laki-laki,Pegawai swasta,Bengkulu,5757412.4037094675,0,0.0,59.14067766156386,152.69428087670394,Shoulder & Head,0,S2,0.2438200066640729
41.0,Perempuan,Pegawai swasta,Banda Aceh,3822512.442816795,0,0.0,50.87168233482035,162.9377482949443,Deadbuoy,1,SD,0.35736290004308713
45.0,Laki-laki,PNS,Surabaya,5315533.170781392,0,0.0,60.13927940237415,157.79091022531824,Pantone,0,S3,0.4194707038905885
47.0,Laki-laki,Pegawai swasta,Jambi,13110042.525811136,0,0.0,56.222060725551344,160.91740379400719,Merpati,1,SMA,0.4656403434954617
18.0,Laki-laki,PNS,Palangkaraya,15506721.817972055,0,0.0,62.20594506814149,168.88739641427333,Shoulder & Head,0,S1,0.4116516051999928
52.0,Perempuan,PNS,Semarang,8718016.113552764,0,1.0,47.23379254420315,159.9823820964481,Merpati,0,S1,0.6674313279871421
25.0,Perempuan,PNS,Banda Lampung,6402938.585444942,0,0.0,64.7688144655126,166.32874731213298,Shoulder & Head,0,SMA,0.1678786017088745
31.0,Laki-laki,PNS,Gorontalo,6869327.871123263,0,1.0,50.321156579643706,150.68356894961684,Shoulder & Head,0,SD,0.6492482355976648
41.0,Laki-laki,PNS,Semarang,6252184.58177527,0,1.0,86.50022821860027,166.55205239774943,Pantone,1,SMP,0.9870446440532931
57.0,Laki-laki,PNS,Palangkaraya,12463087.185444135,0,0.0,52.57954403513988,155.06979910798918,Moonsilk,1,S1,0.6317999983373788
54.0,Laki-laki,,Pontianak,8812942.751437943,0,1.0,53.456685653535224,158.40831366245234,Merpati,0,S2,0.6390600588600484
46.0,Laki-laki,Pegawai swasta,Pangkalpinang,6172531.149574266,0,1.0,51.623869582514416,152.80305265954448,Moonsilk,1,S2,0.800752276132462
43.0,Laki-laki,Freelance,Kendari,18139453.736804493,0,0.0,56.3678286345053,161.7559966769425,Shoulder & Head,0,S1,0.22006057253654115
49.0,Laki-laki,Pegawai swasta,Makassar,8897277.11066166,0,0.0,72.49174145188046,164.53101472414053,Deadbuoy,1,S1,0.3785406331374821
31.0,Perempuan,PNS,Gorontalo,7909546.82390297,0,0.0,53.409423940765244,166.98616332569202,Deadbuoy,0,S1,0.21467275718629705
27.0,Laki-laki,Pegawai swasta,Palu,26604909.86750064,0,1.0,49.0255842425407,160.97242330534598,Pantone,1,S2,0.6780109498621498
43.0,Laki-laki,Pegawai swasta,Ambon,16703947.09110194,0,0.0,59.875318166447364,161.1746373516035,Deadbuoy,1,S2,0.48707128720431203
35.0,Laki-laki,Pegawai swasta,Bengkulu,8373929.886734777,0,0.0,46.02475807771146,156.24415694335116,Deadbuoy,1,S1,0.339849915128068
